Ano	Estado	Mes	Numero	Periodo
"2011	Maranhão	Janeiro	124	01/01/2011"
"2012	Maranhão	Janeiro	326	01/01/2012"
"2013	Maranhão	Janeiro	209	01/01/2013"
"2014	Maranhão	Janeiro	195	01/01/2014"
"2015	Maranhão	Janeiro	494	01/01/2015"
"2016	Maranhão	Janeiro	412	01/01/2016"
"2017	Maranhão	Janeiro	187	01/01/2017"
"1998	Maranhão	Fevereiro	0	01/01/1998"
"1999	Maranhão	Fevereiro	6	01/01/1999"
"2000	Maranhão	Fevereiro	11	01/01/2000"
"2001	Maranhão	Fevereiro	1	01/01/2001"
"2002	Maranhão	Fevereiro	116	01/01/2002"
"2003	Maranhão	Fevereiro	11	01/01/2003"
"2004	Maranhão	Fevereiro	22	01/01/2004"
"2005	Maranhão	Fevereiro	56	01/01/2005"
"2006	Maranhão	Fevereiro	22	01/01/2006"
"2007	Maranhão	Fevereiro	13	01/01/2007"
"2008	Maranhão	Fevereiro	45	01/01/2008"
"2009	Maranhão	Fevereiro	20	01/01/2009"
"2010	Maranhão	Fevereiro	93	01/01/2010"
"2011	Maranhão	Fevereiro	9	01/01/2011"
"2012	Maranhão	Fevereiro	46	01/01/2012"
"2013	Maranhão	Fevereiro	62	01/01/2013"
"2014	Maranhão	Fevereiro	29	01/01/2014"
"2015	Maranhão	Fevereiro	95	01/01/2015"
"2016	Maranhão	Fevereiro	318	01/01/2016"
"2017	Maranhão	Fevereiro	47	01/01/2017"
"1998	Maranhão	Março	0	01/01/1998"
"1999	Maranhão	Março	17	01/01/1999"
"2000	Maranhão	Março	6	01/01/2000"
"2001	Maranhão	Março	0	01/01/2001"
"2002	Maranhão	Março	16	01/01/2002"
"2003	Maranhão	Março	16	01/01/2003"
"2004	Maranhão	Março	18	01/01/2004"
"2005	Maranhão	Março	9	01/01/2005"
"2006	Maranhão	Março	14	01/01/2006"
"2007	Maranhão	Março	52	01/01/2007"
"2008	Maranhão	Março	4	01/01/2008"
"2009	Maranhão	Março	33	01/01/2009"
"2010	Maranhão	Março	82	01/01/2010"
"2011	Maranhão	Março	22	01/01/2011"
"2012	Maranhão	Março	49	01/01/2012"
"2013	Maranhão	Março	30	01/01/2013"
"2014	Maranhão	Março	59	01/01/2014"
"2015	Maranhão	Março	53	01/01/2015"
"2016	Maranhão	Março	113	01/01/2016"
"2017	Maranhão	Março	32	01/01/2017"
"1998	Maranhão	Abril	0	01/01/1998"
"1999	Maranhão	Abril	4	01/01/1999"
"2000	Maranhão	Abril	6	01/01/2000"
"2001	Maranhão	Abril	2	01/01/2001"
"2002	Maranhão	Abril	28	01/01/2002"
"2003	Maranhão	Abril	79	01/01/2003"
"2004	Maranhão	Abril	44	01/01/2004"
"2005	Maranhão	Abril	43	01/01/2005"
"2006	Maranhão	Abril	9	01/01/2006"
"2007	Maranhão	Abril	5	01/01/2007"
"2008	Maranhão	Abril	26	01/01/2008"
"2009	Maranhão	Abril	14	01/01/2009"
"2010	Maranhão	Abril	128	01/01/2010"
"2011	Maranhão	Abril	37	01/01/2011"
"2012	Maranhão	Abril	97	01/01/2012"
"2013	Maranhão	Abril	62	01/01/2013"
"2014	Maranhão	Abril	78	01/01/2014"
"2015	Maranhão	Abril	119	01/01/2015"
"2016	Maranhão	Abril	113	01/01/2016"
"2017	Maranhão	Abril	91	01/01/2017"
"1998	Maranhão	Maio	0	01/01/1998"
"1999	Maranhão	Maio	3	01/01/1999"
"2000	Maranhão	Maio	28	01/01/2000"
"2001	Maranhão	Maio	21	01/01/2001"
"2002	Maranhão	Maio	71	01/01/2002"
"2003	Maranhão	Maio	60	01/01/2003"
"2004	Maranhão	Maio	145	01/01/2004"
"2005	Maranhão	Maio	74	01/01/2005"
"2006	Maranhão	Maio	5	01/01/2006"
"2007	Maranhão	Maio	73	01/01/2007"
"2008	Maranhão	Maio	26	01/01/2008"
"2009	Maranhão	Maio	19	01/01/2009"
"2010	Maranhão	Maio	273	01/01/2010"
"2011	Maranhão	Maio	73	01/01/2011"
"2012	Maranhão	Maio	286	01/01/2012"
"2013	Maranhão	Maio	100	01/01/2013"
"2014	Maranhão	Maio	148	01/01/2014"
"2015	Maranhão	Maio	194	01/01/2015"
"2016	Maranhão	Maio	206	01/01/2016"
"2017	Maranhão	Maio	142	01/01/2017"
"1998	Maranhão	Junho	78	01/01/1998"
"1999	Maranhão	Junho	32	01/01/1999"
"2000	Maranhão	Junho	94	01/01/2000"
"2001	Maranhão	Junho	100	01/01/2001"
"2002	Maranhão	Junho	230	01/01/2002"
"2003	Maranhão	Junho	338	01/01/2003"
"2004	Maranhão	Junho	706	01/01/2004"
"2005	Maranhão	Junho	529	01/01/2005"
"2006	Maranhão	Junho	131	01/01/2006"
"2007	Maranhão	Junho	515	01/01/2007"
"2008	Maranhão	Junho	235	01/01/2008"
"2009	Maranhão	Junho	279	01/01/2009"
"2010	Maranhão	Junho	494	01/01/2010"
"2011	Maranhão	Junho	602	01/01/2011"
"2012	Maranhão	Junho	915	01/01/2012"
"2013	Maranhão	Junho	498	01/01/2013"
"2014	Maranhão	Junho	812	01/01/2014"
"2015	Maranhão	Junho	887	01/01/2015"
"2016	Maranhão	Junho	709	01/01/2016"
"2017	Maranhão	Junho	885	01/01/2017"
"1998	Maranhão	Julho	274	01/01/1998"
"1999	Maranhão	Julho	258	01/01/1999"
"2000	Maranhão	Julho	233	01/01/2000"
"2001	Maranhão	Julho	549	01/01/2001"
"2002	Maranhão	Julho	1271	01/01/2002"
"2003	Maranhão	Julho	1103	01/01/2003"
"2004	Maranhão	Julho	1366	01/01/2004"
"2005	Maranhão	Julho	1152	01/01/2005"
"2006	Maranhão	Julho	512	01/01/2006"
"2007	Maranhão	Julho	1205	01/01/2007"
"2008	Maranhão	Julho	502	01/01/2008"
"2009	Maranhão	Julho	972	01/01/2009"
"2010	Maranhão	Julho	2323	01/01/2010"
"2011	Maranhão	Julho	1024	01/01/2011"
"2012	Maranhão	Julho	3548	01/01/2012"
"2013	Maranhão	Julho	1111	01/01/2013"
"2014	Maranhão	Julho	2068	01/01/2014"
"2015	Maranhão	Julho	1642	01/01/2015"
"2016	Maranhão	Julho	2096	01/01/2016"
"2017	Maranhão	Julho	2521	01/01/2017"
"1998	Maranhão	Agosto	1176	01/01/1998"
"1999	Maranhão	Agosto	895	01/01/1999"
"2000	Maranhão	Agosto	839	01/01/2000"
"2001	Maranhão	Agosto	2037	01/01/2001"
"2002	Maranhão	Agosto	3481	01/01/2002"
"2003	Maranhão	Agosto	2023	01/01/2003"
"2004	Maranhão	Agosto	1889	01/01/2004"
"2005	Maranhão	Agosto	2239	01/01/2005"
"2006	Maranhão	Agosto	1382	01/01/2006"
"2007	Maranhão	Agosto	8409	01/01/2007"
"2008	Maranhão	Agosto	713	01/01/2008"
"2009	Maranhão	Agosto	1766	01/01/2009"
"2010	Maranhão	Agosto	6353	01/01/2010"
"2011	Maranhão	Agosto	2138	01/01/2011"
"2012	Maranhão	Agosto	10395	01/01/2012"
"2013	Maranhão	Agosto	2098	01/01/2013"
"2014	Maranhão	Agosto	5592	01/01/2014"
"2015	Maranhão	Agosto	5428	01/01/2015"
"2016	Maranhão	Agosto	3723	01/01/2016"
"2017	Maranhão	Agosto	3875	01/01/2017"
"1998	Maranhão	Setembro	3935	01/01/1998"
"1999	Maranhão	Setembro	1739	01/01/1999"
"2000	Maranhão	Setembro	1365	01/01/2000"
"2001	Maranhão	Setembro	4618	01/01/2001"
"2002	Maranhão	Setembro	3181	01/01/2002"
"2003	Maranhão	Setembro	5878	01/01/2003"
"2004	Maranhão	Setembro	4673	01/01/2004"
"2005	Maranhão	Setembro	6292	01/01/2005"
"2006	Maranhão	Setembro	2907	01/01/2006"
"2007	Maranhão	Setembro	8524	01/01/2007"
"2008	Maranhão	Setembro	2761	01/01/2008"
"2009	Maranhão	Setembro	2404	01/01/2009"
"2010	Maranhão	Setembro	9795	01/01/2010"
"2011	Maranhão	Setembro	4632	01/01/2011"
"2012	Maranhão	Setembro	7626	01/01/2012"
"2013	Maranhão	Setembro	3880	01/01/2013"
"2014	Maranhão	Setembro	4373	01/01/2014"
"2015	Maranhão	Setembro	6423	01/01/2015"
"2016	Maranhão	Setembro	3166	01/01/2016"
"2017	Maranhão	Setembro	14825	01/01/2017"
"1998	Maranhão	Outubro	5137	01/01/1998"
"1999	Maranhão	Outubro	3208	01/01/1999"
"2000	Maranhão	Outubro	2654	01/01/2000"
"2001	Maranhão	Outubro	6661	01/01/2001"
"2002	Maranhão	Outubro	5182	01/01/2002"
"2003	Maranhão	Outubro	6085	01/01/2003"
"2004	Maranhão	Outubro	3604	01/01/2004"
"2005	Maranhão	Outubro	6472	01/01/2005"
"2006	Maranhão	Outubro	3024	01/01/2006"
"2007	Maranhão	Outubro	4772	01/01/2007"
"2008	Maranhão	Outubro	3498	01/01/2008"
"2009	Maranhão	Outubro	1861	01/01/2009"
"2010	Maranhão	Outubro	3228	01/01/2010"
"2011	Maranhão	Outubro	2404	01/01/2011"
"2012	Maranhão	Outubro	5000	01/01/2012"
"2013	Maranhão	Outubro	2918	01/01/2013"
"2014	Maranhão	Outubro	5812	01/01/2014"
"2015	Maranhão	Outubro	6746	01/01/2015"
"2016	Maranhão	Outubro	5351	01/01/2016"
"2017	Maranhão	Outubro	6011	01/01/2017"
"1998	Maranhão	Novembro	2237	01/01/1998"
"1999	Maranhão	Novembro	1494	01/01/1999"
"2000	Maranhão	Novembro	2267	01/01/2000"
"2001	Maranhão	Novembro	3525	01/01/2001"
"2002	Maranhão	Novembro	5830	01/01/2002"
"2003	Maranhão	Novembro	4929	01/01/2003"
"2004	Maranhão	Novembro	6398	01/01/2004"
"2005	Maranhão	Novembro	4769	01/01/2005"
"2006	Maranhão	Novembro	2004	01/01/2006"
"2007	Maranhão	Novembro	2297	01/01/2007"
"2008	Maranhão	Novembro	2331	01/01/2008"
"2009	Maranhão	Novembro	5000	01/01/2009"
"2010	Maranhão	Novembro	4005	01/01/2010"
"2011	Maranhão	Novembro	2261	01/01/2011"
"2012	Maranhão	Novembro	2010	01/01/2012"
"2013	Maranhão	Novembro	2529	01/01/2013"
"2014	Maranhão	Novembro	3869	01/01/2014"
"2015	Maranhão	Novembro	4350	01/01/2015"
"2016	Maranhão	Novembro	3982	01/01/2016"
"2017	Maranhão	Novembro	2300	01/01/2017"
"1998	Maranhão	Dezembro	1399	01/01/1998"
"1999	Maranhão	Dezembro	1001	01/01/1999"
"2000	Maranhão	Dezembro	1461	01/01/2000"
"2001	Maranhão	Dezembro	1296	01/01/2001"
"2002	Maranhão	Dezembro	2165	01/01/2002"
"2003	Maranhão	Dezembro	2424	01/01/2003"
"2004	Maranhão	Dezembro	3255	01/01/2004"
"2005	Maranhão	Dezembro	1660	01/01/2005"
"2006	Maranhão	Dezembro	1052	01/01/2006"
"2007	Maranhão	Dezembro	800	01/01/2007"
"2008	Maranhão	Dezembro	1101	01/01/2008"
"2009	Maranhão	Dezembro	1768	01/01/2009"
"2010	Maranhão	Dezembro	1803	01/01/2010"
"2011	Maranhão	Dezembro	1629	01/01/2011"
"2012	Maranhão	Dezembro	1296	01/01/2012"
"2013	Maranhão	Dezembro	2692	01/01/2013"
"2014	Maranhão	Dezembro	2400	01/01/2014"
"2015	Maranhão	Dezembro	3706	01/01/2015"
"2016	Maranhão	Dezembro	1577	01/01/2016"
"1998	Mato Grosso	Janeiro	0	01/01/1998"
"1999	Mato Grosso	Janeiro	39	01/01/1999"
"2000	Mato Grosso	Janeiro	44	01/01/2000"
"2001	Mato Grosso	Janeiro	44	01/01/2001"
"2002	Mato Grosso	Janeiro	172	01/01/2002"
"2003	Mato Grosso	Janeiro	896	01/01/2003"
"2004	Mato Grosso	Janeiro	301	01/01/2004"
"2005	Mato Grosso	Janeiro	438	01/01/2005"
"2006	Mato Grosso	Janeiro	947	01/01/2006"
"2007	Mato Grosso	Janeiro	476	01/01/2007"
"2008	Mato Grosso	Janeiro	245	01/01/2008"
"2009	Mato Grosso	Janeiro	527	01/01/2009"
"2010	Mato Grosso	Janeiro	298	01/01/2010"
"2011	Mato Grosso	Janeiro	171	01/01/2011"
"2012	Mato Grosso	Janeiro	166	01/01/2012"
"2013	Mato Grosso	Janeiro	269	01/01/2013"
"2014	Mato Grosso	Janeiro	315	01/01/2014"
"2015	Mato Grosso	Janeiro	960	01/01/2015"
"2016	Mato Grosso	Janeiro	374	01/01/2016"
"2017	Mato Grosso	Janeiro	482	01/01/2017"
"1998	Mato Grosso	Fevereiro	0	01/01/1998"
"1999	Mato Grosso	Fevereiro	28	01/01/1999"
"2000	Mato Grosso	Fevereiro	35	01/01/2000"
"2001	Mato Grosso	Fevereiro	54	01/01/2001"
"2002	Mato Grosso	Fevereiro	22	01/01/2002"
"2003	Mato Grosso	Fevereiro	592	01/01/2003"
"2004	Mato Grosso	Fevereiro	272	01/01/2004"
"2005	Mato Grosso	Fevereiro	871	01/01/2005"
"2006	Mato Grosso	Fevereiro	383	01/01/2006"
"2007	Mato Grosso	Fevereiro	213	01/01/2007"
"2008	Mato Grosso	Fevereiro	180	01/01/2008"
"2009	Mato Grosso	Fevereiro	248	01/01/2009"
"2010	Mato Grosso	Fevereiro	431	01/01/2010"
"2011	Mato Grosso	Fevereiro	119	01/01/2011"
"2012	Mato Grosso	Fevereiro	193	01/01/2012"
"2013	Mato Grosso	Fevereiro	375	01/01/2013"
"2014	Mato Grosso	Fevereiro	199	01/01/2014"
"2015	Mato Grosso	Fevereiro	542	01/01/2015"
"2016	Mato Grosso	Fevereiro	1050	01/01/2016"
"2017	Mato Grosso	Fevereiro	337	01/01/2017"
"1998	Mato Grosso	Março	0	01/01/1998"
"1999	Mato Grosso	Março	18	01/01/1999"
"2000	Mato Grosso	Março	60	01/01/2000"
"2001	Mato Grosso	Março	24	01/01/2001"
"2002	Mato Grosso	Março	103	01/01/2002"
"2003	Mato Grosso	Março	554	01/01/2003"
"2004	Mato Grosso	Março	743	01/01/2004"
"2005	Mato Grosso	Março	362	01/01/2005"
"2006	Mato Grosso	Março	448	01/01/2006"
"2007	Mato Grosso	Março	476	01/01/2007"
"2008	Mato Grosso	Março	180	01/01/2008"
"2009	Mato Grosso	Março	325	01/01/2009"
"2010	Mato Grosso	Março	605	01/01/2010"
"2011	Mato Grosso	Março	252	01/01/2011"
"2012	Mato Grosso	Março	423	01/01/2012"
"2013	Mato Grosso	Março	563	01/01/2013"
"2014	Mato Grosso	Março	655	01/01/2014"
"2015	Mato Grosso	Março	705	01/01/2015"
"2016	Mato Grosso	Março	1085	01/01/2016"
"2017	Mato Grosso	Março	719	01/01/2017"
"1998	Mato Grosso	Abril	0	01/01/1998"
"1999	Mato Grosso	Abril	76	01/01/1999"
"2000	Mato Grosso	Abril	59	01/01/2000"
"2001	Mato Grosso	Abril	309	01/01/2001"
"2002	Mato Grosso	Abril	641	01/01/2002"
"2003	Mato Grosso	Abril	903	01/01/2003"
"2004	Mato Grosso	Abril	441	01/01/2004"
"2005	Mato Grosso	Abril	372	01/01/2005"
"2006	Mato Grosso	Abril	161	01/01/2006"
"2007	Mato Grosso	Abril	79	01/01/2007"
"2008	Mato Grosso	Abril	274	01/01/2008"
"2009	Mato Grosso	Abril	169	01/01/2009"
"2010	Mato Grosso	Abril	769	01/01/2010"
"2011	Mato Grosso	Abril	345	01/01/2011"
"2012	Mato Grosso	Abril	521	01/01/2012"
"2013	Mato Grosso	Abril	338	01/01/2013"
"2014	Mato Grosso	Abril	859	01/01/2014"
"2015	Mato Grosso	Abril	947	01/01/2015"
"2016	Mato Grosso	Abril	1770	01/01/2016"
"2017	Mato Grosso	Abril	606	01/01/2017"
"1998	Mato Grosso	Maio	0	01/01/1998"
"1999	Mato Grosso	Maio	731	01/01/1999"
"2000	Mato Grosso	Maio	1194	01/01/2000"
"2001	Mato Grosso	Maio	1193	01/01/2001"
"2002	Mato Grosso	Maio	2528	01/01/2002"
"2003	Mato Grosso	Maio	942	01/01/2003"
"2004	Mato Grosso	Maio	2413	01/01/2004"
"2005	Mato Grosso	Maio	1641	01/01/2005"
"2006	Mato Grosso	Maio	269	01/01/2006"
"2007	Mato Grosso	Maio	359	01/01/2007"
"2008	Mato Grosso	Maio	119	01/01/2008"
"2009	Mato Grosso	Maio	516	01/01/2009"
"2010	Mato Grosso	Maio	1313	01/01/2010"
"2011	Mato Grosso	Maio	547	01/01/2011"
"2012	Mato Grosso	Maio	812	01/01/2012"
"2013	Mato Grosso	Maio	739	01/01/2013"
"2014	Mato Grosso	Maio	933	01/01/2014"
"2015	Mato Grosso	Maio	541	01/01/2015"
"2016	Mato Grosso	Maio	1081	01/01/2016"
"2017	Mato Grosso	Maio	845	01/01/2017"
"1998	Mato Grosso	Junho	2201	01/01/1998"
"1999	Mato Grosso	Junho	2201	01/01/1999"
"2000	Mato Grosso	Junho	4358	01/01/2000"
"2001	Mato Grosso	Junho	6665	01/01/2001"
"2002	Mato Grosso	Junho	7878	01/01/2002"
"2003	Mato Grosso	Junho	4313	01/01/2003"
"2004	Mato Grosso	Junho	9813	01/01/2004"
"2005	Mato Grosso	Junho	2294	01/01/2005"
"2006	Mato Grosso	Junho	856	01/01/2006"
"2007	Mato Grosso	Junho	1339	01/01/2007"
"2008	Mato Grosso	Junho	403	01/01/2008"
"2009	Mato Grosso	Junho	979	01/01/2009"
"2010	Mato Grosso	Junho	1025	01/01/2010"
"2011	Mato Grosso	Junho	974	01/01/2011"
"2012	Mato Grosso	Junho	1651	01/01/2012"
"2013	Mato Grosso	Junho	1213	01/01/2013"
"2014	Mato Grosso	Junho	1795	01/01/2014"
"2015	Mato Grosso	Junho	1402	01/01/2015"
"2016	Mato Grosso	Junho	1417	01/01/2016"
"2017	Mato Grosso	Junho	2041	01/01/2017"
"1998	Mato Grosso	Julho	3712	01/01/1998"
"1999	Mato Grosso	Julho	3926	01/01/1999"
"2000	Mato Grosso	Julho	1338	01/01/2000"
"2001	Mato Grosso	Julho	1555	01/01/2001"
"2002	Mato Grosso	Julho	5661	01/01/2002"
"2003	Mato Grosso	Julho	5435	01/01/2003"
"2004	Mato Grosso	Julho	11517	01/01/2004"
"2005	Mato Grosso	Julho	4172	01/01/2005"
"2006	Mato Grosso	Julho	1941	01/01/2006"
"2007	Mato Grosso	Julho	1790	01/01/2007"
"2008	Mato Grosso	Julho	1117	01/01/2008"
"2009	Mato Grosso	Julho	1613	01/01/2009"
"2010	Mato Grosso	Julho	3442	01/01/2010"
"2011	Mato Grosso	Julho	1061	01/01/2011"
"2012	Mato Grosso	Julho	2008	01/01/2012"
"2013	Mato Grosso	Julho	1630	01/01/2013"
"2014	Mato Grosso	Julho	2255	01/01/2014"
"2015	Mato Grosso	Julho	1533	01/01/2015"
"2016	Mato Grosso	Julho	3495	01/01/2016"
"2017	Mato Grosso	Julho	2790	01/01/2017"
"1998	Mato Grosso	Agosto	15406	01/01/1998"
"1999	Mato Grosso	Agosto	18566	01/01/1999"
"2000	Mato Grosso	Agosto	6063	01/01/2000"
"2001	Mato Grosso	Agosto	7762	01/01/2001"
"2002	Mato Grosso	Agosto	14086	01/01/2002"
"2003	Mato Grosso	Agosto	11132	01/01/2003"
"2004	Mato Grosso	Agosto	13603	01/01/2004"
"2005	Mato Grosso	Agosto	11570	01/01/2005"
"2006	Mato Grosso	Agosto	6218	01/01/2006"
"2007	Mato Grosso	Agosto	14453	01/01/2007"
"2008	Mato Grosso	Agosto	2875	01/01/2008"
"2009	Mato Grosso	Agosto	2250	01/01/2009"
"2010	Mato Grosso	Agosto	14608	01/01/2010"
"2011	Mato Grosso	Agosto	2628	01/01/2011"
"2012	Mato Grosso	Agosto	6195	01/01/2012"
"2013	Mato Grosso	Agosto	3568	01/01/2013"
"2014	Mato Grosso	Agosto	7167	01/01/2014"
"2015	Mato Grosso	Agosto	5112	01/01/2015"
"2016	Mato Grosso	Agosto	6228	01/01/2016"
"2017	Mato Grosso	Agosto	6229	01/01/2017"
"1998	Mato Grosso	Setembro	10363	01/01/1998"
"1999	Mato Grosso	Setembro	11729	01/01/1999"
"2000	Mato Grosso	Setembro	6251	01/01/2000"
"2001	Mato Grosso	Setembro	8490	01/01/2001"
"2002	Mato Grosso	Setembro	11034	01/01/2002"
"2003	Mato Grosso	Setembro	15790	01/01/2003"
"2004	Mato Grosso	Setembro	24994	01/01/2004"
"2005	Mato Grosso	Setembro	20551	01/01/2005"
"2006	Mato Grosso	Setembro	12661	01/01/2006"
"2007	Mato Grosso	Setembro	25963	01/01/2007"
"2008	Mato Grosso	Setembro	7965	01/01/2008"
"2009	Mato Grosso	Setembro	3129	01/01/2009"
"2010	Mato Grosso	Setembro	18366	01/01/2010"
"2011	Mato Grosso	Setembro	6332	01/01/2011"
"2012	Mato Grosso	Setembro	10344	01/01/2012"
"2013	Mato Grosso	Setembro	5576	01/01/2013"
"2014	Mato Grosso	Setembro	7081	01/01/2014"
"2015	Mato Grosso	Setembro	11068	01/01/2015"
"2016	Mato Grosso	Setembro	8980	01/01/2016"
"2017	Mato Grosso	Setembro	23945	01/01/2017"
"1998	Mato Grosso	Outubro	2707	01/01/1998"
"1999	Mato Grosso	Outubro	6109	01/01/1999"
"2000	Mato Grosso	Outubro	6062	01/01/2000"
"2001	Mato Grosso	Outubro	6543	01/01/2001"
"2002	Mato Grosso	Outubro	9375	01/01/2002"
"2003	Mato Grosso	Outubro	5341	01/01/2003"
"2004	Mato Grosso	Outubro	9295	01/01/2004"
"2005	Mato Grosso	Outubro	7765	01/01/2005"
"2006	Mato Grosso	Outubro	2327	01/01/2006"
"2007	Mato Grosso	Outubro	4890	01/01/2007"
"2008	Mato Grosso	Outubro	6326	01/01/2008"
"2009	Mato Grosso	Outubro	2579	01/01/2009"
"2010	Mato Grosso	Outubro	4465	01/01/2010"
"2011	Mato Grosso	Outubro	2010	01/01/2011"
"2012	Mato Grosso	Outubro	2837	01/01/2012"
"2013	Mato Grosso	Outubro	1986	01/01/2013"
"2014	Mato Grosso	Outubro	5281	01/01/2014"
"2015	Mato Grosso	Outubro	6490	01/01/2015"
"2016	Mato Grosso	Outubro	2749	01/01/2016"
"2017	Mato Grosso	Outubro	4800	01/01/2017"
"1998	Mato Grosso	Novembro	182	01/01/1998"
"1999	Mato Grosso	Novembro	842	01/01/1999"
"2000	Mato Grosso	Novembro	502	01/01/2000"
"2001	Mato Grosso	Novembro	373	01/01/2001"
"2002	Mato Grosso	Novembro	2905	01/01/2002"
"2003	Mato Grosso	Novembro	2097	01/01/2003"
"2004	Mato Grosso	Novembro	2405	01/01/2004"
"2005	Mato Grosso	Novembro	1368	01/01/2005"
"2006	Mato Grosso	Novembro	1031	01/01/2006"
"2007	Mato Grosso	Novembro	299	01/01/2007"
"2008	Mato Grosso	Novembro	190	01/01/2008"
"2009	Mato Grosso	Novembro	588	01/01/2009"
"2010	Mato Grosso	Novembro	768	01/01/2010"
"2011	Mato Grosso	Novembro	1103	01/01/2011"
"2012	Mato Grosso	Novembro	375	01/01/2012"
"2013	Mato Grosso	Novembro	1064	01/01/2013"
"2014	Mato Grosso	Novembro	1018	01/01/2014"
"2015	Mato Grosso	Novembro	1930	01/01/2015"
"2016	Mato Grosso	Novembro	918	01/01/2016"
"2017	Mato Grosso	Novembro	813	01/01/2017"
"1998	Mato Grosso	Dezembro	76	01/01/1998"
"1999	Mato Grosso	Dezembro	47	01/01/1999"
"2000	Mato Grosso	Dezembro	98	01/01/2000"
"2001	Mato Grosso	Dezembro	37	01/01/2001"
"2002	Mato Grosso	Dezembro	1157	01/01/2002"
"2003	Mato Grosso	Dezembro	1622	01/01/2003"
"2004	Mato Grosso	Dezembro	1217	01/01/2004"
"2005	Mato Grosso	Dezembro	246	01/01/2005"
"2006	Mato Grosso	Dezembro	23	01/01/2006"
"2007	Mato Grosso	Dezembro	81	01/01/2007"
"2008	Mato Grosso	Dezembro	159	01/01/2008"
"2009	Mato Grosso	Dezembro	171	01/01/2009"
"2010	Mato Grosso	Dezembro	846	01/01/2010"
"2011	Mato Grosso	Dezembro	431	01/01/2011"
"2012	Mato Grosso	Dezembro	492	01/01/2012"
"2013	Mato Grosso	Dezembro	447	01/01/2013"
"2014	Mato Grosso	Dezembro	466	01/01/2014"
"2015	Mato Grosso	Dezembro	1777	01/01/2015"
"2016	Mato Grosso	Dezembro	425	01/01/2016"
"1998	Mato Grosso do Sul	Janeiro	0	01/01/1998"
"1999	Mato Grosso do Sul	Janeiro	239	01/01/1999"
"2000	Mato Grosso do Sul	Janeiro	326	01/01/2000"
"2001	Mato Grosso do Sul	Janeiro	97	01/01/2001"
"2002	Mato Grosso do Sul	Janeiro	304	01/01/2002"
"2003	Mato Grosso do Sul	Janeiro	182	01/01/2003"
"2004	Mato Grosso do Sul	Janeiro	258	01/01/2004"
"2005	Mato Grosso do Sul	Janeiro	59	01/01/2005"
"2006	Mato Grosso do Sul	Janeiro	59	01/01/2006"
"2007	Mato Grosso do Sul	Janeiro	19	01/01/2007"
"2008	Mato Grosso do Sul	Janeiro	63	01/01/2008"
"2009	Mato Grosso do Sul	Janeiro	229	01/01/2009"
"2010	Mato Grosso do Sul	Janeiro	72	01/01/2010"
"2011	Mato Grosso do Sul	Janeiro	129	01/01/2011"
"2012	Mato Grosso do Sul	Janeiro	201	01/01/2012"
"2013	Mato Grosso do Sul	Janeiro	174	01/01/2013"
"2014	Mato Grosso do Sul	Janeiro	197	01/01/2014"
"2015	Mato Grosso do Sul	Janeiro	226	01/01/2015"
"2016	Mato Grosso do Sul	Janeiro	127	01/01/2016"
"2017	Mato Grosso do Sul	Janeiro	355	01/01/2017"
"1998	Mato Grosso do Sul	Fevereiro	0	01/01/1998"
"1999	Mato Grosso do Sul	Fevereiro	69	01/01/1999"
"2000	Mato Grosso do Sul	Fevereiro	81	01/01/2000"
"2001	Mato Grosso do Sul	Fevereiro	89	01/01/2001"
"2002	Mato Grosso do Sul	Fevereiro	98	01/01/2002"
"2003	Mato Grosso do Sul	Fevereiro	108	01/01/2003"
"2004	Mato Grosso do Sul	Fevereiro	169	01/01/2004"
"2005	Mato Grosso do Sul	Fevereiro	221	01/01/2005"
"2006	Mato Grosso do Sul	Fevereiro	104	01/01/2006"
"2007	Mato Grosso do Sul	Fevereiro	111	01/01/2007"
"2008	Mato Grosso do Sul	Fevereiro	78	01/01/2008"
"2009	Mato Grosso do Sul	Fevereiro	164	01/01/2009"
"2010	Mato Grosso do Sul	Fevereiro	157	01/01/2010"
"2011	Mato Grosso do Sul	Fevereiro	61	01/01/2011"
"2012	Mato Grosso do Sul	Fevereiro	112	01/01/2012"
"2013	Mato Grosso do Sul	Fevereiro	100	01/01/2013"
"2014	Mato Grosso do Sul	Fevereiro	139	01/01/2014"
"2015	Mato Grosso do Sul	Fevereiro	148	01/01/2015"
"2016	Mato Grosso do Sul	Fevereiro	187	01/01/2016"
"2017	Mato Grosso do Sul	Fevereiro	165	01/01/2017"
"1998	Mato Grosso do Sul	Março	0	01/01/1998"
"1999	Mato Grosso do Sul	Março	100	01/01/1999"
"2000	Mato Grosso do Sul	Março	23	01/01/2000"
"2001	Mato Grosso do Sul	Março	39	01/01/2001"
"2002	Mato Grosso do Sul	Março	115	01/01/2002"
"2003	Mato Grosso do Sul	Março	137	01/01/2003"
"2004	Mato Grosso do Sul	Março	225	01/01/2004"
"2005	Mato Grosso do Sul	Março	158	01/01/2005"
"2006	Mato Grosso do Sul	Março	137	01/01/2006"
"2007	Mato Grosso do Sul	Março	137	01/01/2007"
"2008	Mato Grosso do Sul	Março	97	01/01/2008"
"2009	Mato Grosso do Sul	Março	118	01/01/2009"
"2010	Mato Grosso do Sul	Março	149	01/01/2010"
"2011	Mato Grosso do Sul	Março	37	01/01/2011"
"2012	Mato Grosso do Sul	Março	169	01/01/2012"
